,portfolio_val,cash,paid_out_dividends,fees,taxes,num_buys,num_sells,num_adj,buy_vol,sell_vol,adj_vol
2022-01-20,102888.33443164825,3339.0114195666447,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-01-21,101795.69702625275,3339.0114195666447,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-01-24,102123.85408115387,3339.0114195666447,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-01-25,101088.558760643,3347.7114195666445,8.7,0.0,3.299999999999727,0,0,0,0.0,0.0,0.0
2022-01-26,100358.21537780762,3347.7114195666445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-01-27,99820.65827560425,3353.2214195666447,5.51,0.0,2.0899999999996908,0,0,0,0.0,0.0,0.0
2022-01-28,101307.05869197845,3378.411544566645,25.190125,0.0,9.55487499999981,0,0,0,0.0,0.0,0.0
2022-01-31,102469.41554260254,3389.1632945666447,10.75175,0.0,4.07825000000048,0,0,0,0.0,0.0,0.0
2022-02-01,103064.26896190643,3389.1632945666447,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-02,104391.78474617004,3389.1632945666447,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-03,103530.85232162476,3391.860294566645,2.697,0.0,1.0229999999996835,0,0,0,0.0,0.0,0.0
2022-02-04,103112.28679180145,3418.299232066645,26.4389375,0.0,10.028562500000135,0,0,0,0.0,0.0,0.0
2022-02-07,102932.10104370117,3418.299232066645,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-08,103682.07404613495,3418.299232066645,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-09,105175.78786373138,3418.299232066645,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-10,103252.88568401337,3424.041232066645,5.742,0.0,2.1779999999998836,0,0,0,0.0,0.0,0.0
2022-02-11,102474.43421173096,3426.3902320666452,2.349,0.0,0.8910000000000764,0,0,0,0.0,0.0,0.0
2022-02-14,101770.28822135925,3450.9269508166453,24.53671875,0.0,9.307031249999909,0,0,0,0.0,0.0,0.0
2022-02-15,102765.30700969696,3458.1044508166456,7.1775,0.0,2.7224999999998545,0,0,0,0.0,0.0,0.0
2022-02-16,103015.31645584106,3458.1044508166456,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-17,101744.96046543121,3462.9764508166454,4.872,0.0,1.8479999999999563,0,0,0,0.0,0.0,0.0
2022-02-18,101523.20271205902,3462.9764508166454,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-02-22,100509.36817264557,3479.4949958166453,16.518545,0.0,6.265655000000152,0,0,0,0.0,0.0,0.0
2022-02-23,99136.90386009216,3482.3986208166452,2.903625,0.0,1.1013750000001892,0,0,0,0.0,0.0,0.0
2022-02-24,99461.96393108368,3488.764120816645,6.3655,0.0,2.4144999999998618,0,0,0,0.0,0.0,0.0
2022-02-25,102393.7300786972,3510.180620816645,21.416500000000003,0.0,8.123499999999694,0,0,0,0.0,0.0,0.0
2022-02-28,102193.48007488251,3516.4156208166446,6.234999999999999,0.0,2.3649999999997817,0,0,0,0.0,0.0,0.0
2022-03-01,101045.68550491333,3519.3156208166447,2.9,0.0,1.1000000000003638,0,0,0,0.0,0.0,0.0
2022-03-02,103241.22561645508,3519.3156208166447,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-03,103521.18602466583,3524.5066208166445,5.191,0.0,1.969000000000051,0,0,0,0.0,0.0,0.0
2022-03-04,103746.77236747742,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-07,101944.8614244461,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-08,100578.84612941742,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-09,102401.92530059814,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-10,102415.20223903656,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-11,101599.41301727295,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-14,101544.1734867096,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-15,102930.2669878006,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-16,103831.65331363678,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-17,104953.54332351685,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-18,105528.01748466492,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-21,105718.09644508362,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-22,106034.14244651794,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-23,105018.63459587097,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-24,105965.48206710815,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-25,106804.86871814728,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-28,106874.37994098663,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-29,107676.79313087463,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-30,107346.39296245575,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-03-31,106070.40447425842,3524.5066208166445,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-01,104499.2194582367,2406.848990277702,0.0,2420.0,559.0225347900391,39,39,43,40720.079670104984,37815.87961578369,8109.564989089966
2022-04-04,104167.78032249451,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-05,103908.55978302001,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-06,104423.15012748718,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-07,104967.29987968445,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-08,105403.91984214782,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-11,104633.63998947144,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-12,104434.88999328614,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-13,104908.36020431519,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-14,104627.68013648987,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-18,104367.73948875428,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-19,105008.72014671325,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-20,106158.79014694213,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-21,105112.29025100709,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-22,102454.13052864074,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-25,102227.47982421875,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-26,100549.33968444825,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-27,100614.49000053406,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-28,101363.75000518799,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-04-29,98748.02980140687,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-02,98466.00011398314,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-03,99315.31025032044,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-04,101613.43003875733,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-05,99276.88001281739,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-06,99310.21030044556,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-09,97291.7401095581,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-10,96951.35951522828,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-11,96290.33032859802,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-12,96261.41028709411,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-13,97450.66990142822,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-16,97933.73975845336,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-17,99332.68977989197,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-18,96118.27011863708,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-19,95625.95014297485,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-20,95581.09011505128,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-23,96975.65006408692,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-24,97427.40016921997,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-25,98041.36029075622,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-26,99006.50974731446,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-27,100330.27991531373,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-05-31,99850.9101387024,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-01,99072.61042198181,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-02,100176.11013656616,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-03,99423.25018684387,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-06,99672.79036323547,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-07,100532.6598311615,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-08,98930.6599532318,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-09,97041.03011810302,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-10,95510.05972969055,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-13,92670.82041656494,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-14,92105.4594203186,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-15,92608.02989112854,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-16,90319.15025627136,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-17,89853.89010154724,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-21,91705.4299822998,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-22,91422.2300616455,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-23,91494.65022193908,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-24,93778.10985481262,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-27,94228.60005485534,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-28,93352.3800402832,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-29,93309.57010185241,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-06-30,93231.95005332946,2406.848990277702,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-01,87756.24993648528,5254.67341565882,0.0,3140.0,54.44547944218584,70,70,17,60720.95007457733,65166.20999824524,2625.8900089263916
2022-07-05,86778.40990085602,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-06,87194.84000492096,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-07,87687.75007034301,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-08,87655.12999660493,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-11,87383.69996337891,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-12,86693.1498878479,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-13,86340.82003921509,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-14,85889.96998176575,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-15,87019.05025566102,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-18,86223.98002418518,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-19,87897.70993537903,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-20,87695.65003299713,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-21,88218.65960105896,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-22,88222.70978584289,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-25,88624.89038906098,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-26,88462.06000095367,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-27,89311.24979450226,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-28,90650.64017429351,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-07-29,91489.24996612548,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-01,91140.76991176605,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-02,90543.48013973236,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-03,91170.97012466431,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-04,91143.51015476226,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-05,91444.91007061004,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-08,91776.84988498688,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-09,91963.5401737976,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-10,93049.69968185425,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-11,93001.82990989686,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-12,94210.10977745056,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-15,94668.09980239868,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-16,94913.7301341629,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-17,94440.77993339539,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-18,94602.0100969696,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-19,94088.55029815674,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-22,92694.53028453827,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-23,92315.760103302,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-24,92552.65995178223,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-25,93223.80987457275,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-26,91120.62974353791,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-29,90737.10025627137,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-30,89693.4198141098,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-08-31,89262.50992744445,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-01,89606.94011863708,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-02,88730.01042320252,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-06,88753.75009288787,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-07,90167.90995559693,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-08,90503.91988258362,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-09,91247.75050807952,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-12,91763.84988117218,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-13,88984.99971199036,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-14,88923.16941303253,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-15,88003.34010219574,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-16,87689.61949157715,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-19,88322.33023468018,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-20,87306.36985740662,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-21,86361.49993160248,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-22,85951.28010845184,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-23,84684.56958148956,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-26,83646.94978599549,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-27,83254.5899711609,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-28,84792.4100112915,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-29,83448.91009056091,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
2022-09-30,82670.83018028259,5254.67341565882,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
