Date,Open,High,Low,Close,adjClose,Volume,divCash,Stock Splits
2021-04-01,36.12772750854492,36.265159606933594,35.53759002685547,36.176231384277344,35.512351989746094,6050538,0.0,0.0
2021-04-05,36.58043670654297,36.936134338378906,36.35408020019531,36.701698303222656,36.028175354003906,2765066,0.0,0.0
2021-04-06,36.62085723876953,36.75828552246094,36.265159606933594,36.402587890625,35.73455810546875,3175874,0.0,0.0
2021-04-07,36.41875457763672,36.6936149597168,36.28132629394531,36.57235336303711,35.901206970214844,2248124,0.0,0.0
2021-04-08,36.63702392578125,36.709781646728516,36.378334045410156,36.58852005004883,35.917076110839844,1792660,0.0,0.0
2021-04-09,36.59660339355469,36.822959899902344,36.30557632446289,36.80678939819336,36.13134002685547,2654231,0.0,0.0
2021-04-12,36.75828552246094,37.35650634765625,36.67744445800781,37.1544075012207,36.47258377075195,2141866,0.0,0.0
2021-04-13,37.18674087524414,37.18674087524414,36.709781646728516,36.79062271118164,36.115474700927734,2213117,0.0,0.0
2021-04-14,36.78253936767578,37.24333190917969,36.58043670654297,36.6936149597168,36.02024459838867,3625647,0.0,0.0
2021-04-15,36.887630462646484,37.40501022338867,36.822959899902344,37.39692687988281,36.71065139770508,2390379,0.0,0.0
2021-04-16,37.34842300415039,37.66370391845703,37.06547927856445,37.275665283203125,36.591609954833984,2266060,0.0,0.0
2021-04-19,37.380760192871094,37.74454116821289,36.887630462646484,37.01697540283203,36.33766555786133,2109332,0.0,0.0
2021-04-20,36.887630462646484,36.99272537231445,35.53759002685547,35.73969268798828,35.083831787109375,3490319,0.0,0.0
2021-04-21,35.73160934448242,36.5076789855957,35.56992721557617,36.499595642089844,35.82978439331055,2168090,0.0,0.0
2021-04-22,36.475345611572266,36.7987060546875,36.18431854248047,36.39450454711914,35.726619720458984,2188129,0.0,0.0
2021-04-23,36.491512298583984,36.68553161621094,36.313663482666016,36.64510726928711,35.972625732421875,1943822,0.0,0.0
2021-04-26,36.887630462646484,36.96847152709961,36.52384948730469,36.709781646728516,36.036109924316406,1510253,0.0,0.0
2021-04-27,36.725948333740234,36.879547119140625,36.45917510986328,36.725948333740234,36.05198287963867,1530169,0.0,0.0
2021-04-28,36.8310432434082,37.13015365600586,36.64510726928711,36.94422149658203,36.26625061035156,4042021,0.0,0.0
2021-04-29,37.16249084472656,37.52627182006836,36.90380096435547,37.210994720458984,36.52812957763672,1780167,0.0,0.0
2021-04-30,37.07356643676758,37.1220703125,36.774452209472656,36.84720993041992,36.1710205078125,2131475,0.0,0.0
2021-05-03,37.025062561035156,37.18674087524414,36.879547119140625,36.96847152709961,36.29005432128906,1621707,0.0,0.0
2021-05-04,36.814876556396484,36.91996765136719,36.1115608215332,36.58852005004883,35.917076110839844,2387534,0.0,0.0
2021-05-05,36.96847152709961,37.23524856567383,36.59660339355469,36.73403549194336,36.05991744995117,4343849,0.0,0.0
2021-05-06,36.814876556396484,36.98463821411133,36.491512298583984,36.97655487060547,36.29798889160156,1743675,0.0,0.0
2021-05-07,36.871463775634766,37.776878356933594,36.8310432434082,37.542442321777344,36.853492736816406,2699134,0.0,0.0
2021-05-10,37.71220779418945,38.01131820678711,37.202911376953125,37.2271614074707,36.544002532958984,2107106,0.0,0.0
2021-05-11,36.74211883544922,37.105899810791016,36.321746826171875,37.033145904541016,36.353538513183594,2841513,0.0,0.0
2021-05-12,36.78253936767578,37.19482421875,36.168148040771484,36.168148040771484,35.50442123413086,3112045,0.0,0.0
2021-05-13,36.8310432434082,37.259498596191406,36.41875457763672,36.80678939819336,36.13134002685547,3113653,0.0,0.0
2021-05-14,37.18674087524414,39.22393035888672,37.097816467285156,39.11075210571289,38.39301681518555,5276918,0.0,0.0
2021-05-17,38.96523666381836,39.66046905517578,38.633792877197266,39.40986251831055,38.6866455078125,2985376,0.0,0.0
2021-05-18,39.40986251831055,40.307193756103516,39.34518814086914,39.61196517944336,38.88503646850586,3578641,0.0,0.0
2021-05-19,39.046077728271484,39.55537414550781,38.496360778808594,39.47453689575195,38.7501335144043,3577651,0.0,0.0
2021-05-20,39.684722900390625,40.12934494018555,39.56346130371094,39.700889587402344,38.97233200073242,3048710,0.0,0.0
2021-05-21,39.83831787109375,39.95149612426758,39.15117263793945,39.523040771484375,38.79774475097656,2623430,0.0,0.0
2021-05-24,39.49878692626953,39.935325622558594,39.46644973754883,39.902992248535156,39.17072296142578,1907578,0.0,0.0
